keyword,tfidf_score
busy,9.927378251808353
authorization,9.889257958545747
rate,9.850961180482528
worest,9.5021300616641
log,9.499649640956301
activate,9.474226829869927
nice application,9.469042895587895
secured,9.458762755460297
details,9.439681568919744
worse,9.405156797880752
screen,9.368908139768266
wrong,9.356893636067667
performance,9.354561211524748
send money,9.345876001030431
solution,9.338419487193924
wifi,9.327292234127995
developer options,9.224398872287312
loved,9.155811576074209
business,9.062992209269678
app properly,9.040133701616593
app time,9.030198675464224
fast app,8.99504647522004
efficient,8.797666244817368
current,8.785309599401971
developer mode,8.700427676093593
updated version,8.700231075307798
otp,8.526953871725043
it,8.425713687855394
frequently,8.391969423016713
previous version,8.36934938556173
ur,8.367649282826324
save time,8.357969357715078
choice,8.354135395364098
horrible,8.337604613278359
limited,8.307417604022742
payments,8.297625419197388
apk,8.277136254578036
specially,8.249448359336053
saving,8.239198056804403
asap,8.200081502548112
frustrating,8.175661697999503
simple easy,8.164219400037695
crash,8.111080406138784
transfers,8.108947754231435
month,8.003071146990187
cbe mobile,7.999303852723918
atm,7.94154324464358
multiple,7.916446859658253
ussd,7.830813631274564
verification key,7.805509599894738
simply,7.695393876259757
daily,7.6803161217106615
everytime,7.644566409691843
totally,7.624525937312672
dashen super,7.62336077552872
short,7.5529251690204395
platform,7.531937800406819
downloaded,7.509100860841996
app user,7.49960113660964
months,7.4711432793698975
person,7.459847344620167
poor app,7.453634784977614
perfectly,7.425138443703758
samsung,7.391386520439596
hard,7.373102251893369
activation,7.3623654596482915
fast reliable,7.304390716701956
phones,7.2549194303334055
technology,7.227361743192379
absolutely,7.131601544501663
functioning,7.079685220906067
biometric,7.022269004815532
stupid,7.013368139467683
receive,7.008345469133113
customer service,6.936105511478179
display,6.931973143165775
install,6.902895878587457
expected,6.902851443838131
improvements,6.88634696498744
share,6.8837379482581476
version app,6.84290645669936
local,6.82391804830452
worst mobile,6.811441057702681
real,6.809619372676126
nice easy,6.794956319397143
app life,6.781203115137712
banking application,6.780919511647772
review,6.77011195018784
perfect app,6.759035541104353
fee,6.751032425745313
attractive,6.7428456892787585
app add,6.61144502231579
link,6.57792178105444
happy app,6.569036979736217
correct,6.565880235168199
notification,6.563451070242174
tele,6.562751409768738
friendly app,6.556504285105664
wonderful app,6.554562260727779
abyssinia,6.551297209286927
process,6.5418824152254995
design,6.510007825754042
updated app,6.491325725823904
amazing application,6.48833536696646
errors,6.4437905692110515
sms,6.385388339596415
stuck,6.354343987674666
god,6.334934771042071
recommend,6.331254921807349
stack,6.322869410822333
fantastic app,6.305004214386518
helps,6.303361905604468
fails,6.259937491831182
unreliable,6.253253824845514
fast secure,6.226665954741826
start,6.224074873025567
app amazing,6.201622163755769
bank app,6.196970873921627
authentication,6.16148636940972
useless app,6.159985097644119
trash,6.158662708038101
betam,6.103354942579392
card,6.0493678147910135
tanks,6.034239291781724
connect,6.031075397750466
simple app,6.026889951572593
installed,5.94674423779818
boa mobile,5.878863031464618
app helpful,5.8567799852272175
confirmation,5.847443182887673
finance,5.845561825139477
shame,5.7971886648144215
bast,5.75333419196161
transferred,5.71024371644923
compatible,5.70968617650419
started,5.682463354058132
worest app,5.656051442783088
statements,5.613344394988214
trust,5.588080875193024
late,5.5714440860573164
disable,5.5511767199014495
seamless,5.547098206558039
store,5.531536848333409
easy life,5.4840362771761875
designed,5.480947958228821
repeatedly,5.477117622914451
team,5.4730318656716355
cbe birr,5.463818844162913
function,5.45746089958785
application easy,5.452612548898654
devices,5.452143852612497
future,5.444685899926691
request,5.417145790389745
exchange,5.399411028001455
weeks,5.392518168603521
developed,5.370878642698816
favorite,5.3662306621485785
activities,5.354791729754676
waw,5.35353742484991
highly,5.352183645977082
weak,5.345164674390662
deserve,5.340914973348806
enjoy,5.332100852408628
rely,5.327322410261053
easy access,5.315150041540343
response,5.31271651204598
bank statement,5.293974599900556
fastest,5.290413152041387
quality,5.2885390629026965
fast service,5.286917736351274
boring,5.259731763311552
utility,5.253924102910623
fingerprint,5.249108154308244
exceptional,5.246002006623078
company,5.210099487365082
mobile bank,5.208585873580471
user interface,5.192887597318674
flexible,5.1862653892656025
prefer,5.152393125110272
idea,5.133294929064029
crushing,5.132269183174724
effective,5.108027332733919
bank super,5.08308646809059
suitable,5.064472515207295
supper,5.0634363019512065
menu,5.062522168690876
app crashing,5.054406012293055
beautiful,5.017425297847745
access account,5.000332855243164
beneficiary,4.997886572729484
understand,4.985982301900043
correctly,4.955022961458725
app nice,4.952450744248467
synchronization,4.916752045330553
disappointed,4.915707529051158
sending,4.913593174917334
app android,4.891548572626418
terrible,4.8899013047380855
internet connection,4.8814929278616335
accessible,4.8661715596228685
close,4.8398840721603635
appi,4.824526415542324
app developer,4.820253865957521
applications,4.799611416188023
word,4.781869859368777
simple fast,4.778781980484238
app boa,4.772753116573591
quick,4.76488326155775
stars,4.75826788973715
deposit,4.755696713987166
smart app,4.75022053813624
special,4.749602496821847
email,4.749276868769128
huge,4.713860384677575
impossible,4.712287428796809
tele birr,4.698320925172994
included,4.681583374815628
bring,4.680982987097501
allowed,4.680532646359756
user experience,4.676506945707705
app dashen,4.664971274625077
fast simple,4.659194166020076
wow amazing,4.645031304008452
sign,4.644529373156187
functionality,4.642321477762475
play,4.632169496031301
industry,4.629708415948639
urgent,4.622545361199182
view,4.621916207828499
synchronize,4.616697291119794
received,4.61156618081076
disaster,4.606060197319635
happened,4.605811600889848
button,4.604048994134339
previous app,4.596181394378368
download app,4.589435616282685
helpfull,4.588912562768316
nw,4.587338707047757
time app,4.578898193049502
respond,4.571490222146711
cbe branch,4.547902242695593
incredible,4.527928554561674
transfer telebirr,4.523150059851346
refresh,4.486604741638615
stable,4.469868912021505
bc,4.469184606041969
saves,4.4633106953575945
fair,4.453112089669276
withdrawal,4.452077529942389
error message,4.434080159191771
waste,4.4117596252352085
utilities,4.397747773000885
supper app,4.387781527085866
service cbe,4.3861597166106385
money transfer,4.38369348819819
water,4.362263402180815
digital banking,4.362154817030877
search,4.360121778410629
compared,4.352779035955605
downloading,4.315731788710604
ap,4.307553005717812
requires,4.301548913843823
app crashes,4.28506083647623
application properly,4.261426928457593
print,4.220248439425323
hate,4.216311251377614
leading,4.212266032691563
app service,4.208030733066239
nearest,4.204809397346617
mb,4.193425761298035
operate,4.14090146877045
app mobile,4.140135095326803
remove,4.139299117157995
life easier,4.130371590790637
banking cbe,4.10003062426483
manage,4.09678970597482
modern,4.095192520246487
helped,4.069721498982571
banking apps,4.067845850472434
account balance,4.057059807685346
waste time,4.055328564662232
activity,4.05051458258163
wow app,4.041522952703469
logging,4.0343103650911445
device rooted,4.01677197446255
professional,4.007543596159918
authorization key,3.9884720479192803
bank account,3.983840731163445
adding,3.9692912641150526
app bad,3.9657462659495746
screenshots,3.942092944939579
crush,3.9404321905841915
woow,3.940061778913869
extremely,3.936001452690224
saving time,3.9317856307016155
faced,3.9265447774721167
wallet,3.9257272429578385
report,3.887886471726202
dark,3.880927825145609
wait,3.8738920871362996
ecommerce,3.8733440988801213
branches,3.866778837847314
language,3.860299106792131
starting,3.8555453050506143
takes time,3.850361289174075
learn,3.821621456711663
app banking,3.8066613290595406
deserves,3.79639778238821
office,3.7956421164793284
monthly,3.795496984310887
screen shot,3.785251476247362
shot,3.785251476247362
bills,3.783392562322063
expect,3.767287951228617
ethiopian bank,3.7665352733538895
transfer bank,3.758360395787452
convenience,3.7462897477210833
purpose,3.7446216391226512
super fast,3.7383777585390736
pdf,3.728631106142896
app phone,3.71929396666571
international,3.7083301731829077
automatically,3.7024455830889225
crashing update,3.7019591249123556
topup,3.700700573834083
transferring money,3.7002432110200565
form,3.696353423517211
noor,3.6941291056425807
simplest,3.6908470060708725
recommended,3.684238646177223
period,3.679337307058538
deducted,3.6766425254649016
satisfied app,3.6633800907047873
amole,3.663117789378797
game,3.6544407711809033
unique,3.6537768149178746
mobile data,3.637417905673334
funds,3.623959318545513
apollo,3.622199462840375
deserve star,3.61922548134136
charge,3.6133850004587713
responding,3.6113991146868485
updating app,3.600310066659783
qr,3.597895778672294
excellent application,3.597625781319256
transaction app,3.5952538664788984
worst update,3.5890666405524083
cbe account,3.5885670832086913
inactive,3.5841462060351965
iphone,3.583905862827449
preferable,3.5794586382110536
time saving,3.5404370451719274
uninstall,3.533529131237866
setting,3.5328674266551325
chat,3.5187932329740663
statment,3.5103206130941196
play store,3.5029531838155292
authorization code,3.4996015382304537
comment,3.496059087754314
experiance,3.4879135864776987
fast transaction,3.4670877111530554
easy safe,3.46399042860216
double,3.455447219090694
goodbut,3.451425932471933
completely,3.4512217541300956
cool app,3.4418694328613544
disable developer,3.433388551347047
offline,3.431632228266237
changing,3.428834218695187
lacks,3.4156827461615027
develop,3.411658662829431
service app,3.4086066409371827
app verification,3.4002633847100165
boa app,3.399481253839093
living,3.397003259569046
single,3.3921743218687213
release,3.3808677259209143
enter,3.3781378635140342
bank bank,3.3759365814950035
easy simple,3.3653202596230254
beneficiaries,3.3647866880412325
appbut,3.3583460843970765
commission,3.3578576896792933
saves time,3.3524610991128267
chance,3.3478372109611776
staff,3.3426858268600226
waiting,3.334131190208545
connectivity,3.3238591344359842
closes,3.3236707458417856
functions,3.315306721192162
interactive,3.314703442407022
complete,3.3110916643529746
transaction list,3.299640295716175
simplify,3.28686778582831
appit,3.2811925473612433
money cbe,3.278206285918959
excellent service,3.273407762251953
thankyou,3.2644668971472957
alot,3.2517820401790583
limit,3.2506914380876317
current balance,3.2504128413508746
standing,3.247633906264207
modify,3.247547825569616
banking services,3.241844907732952
delay,3.238843630703634
amazing apps,3.2316332511049017
poor application,3.228548390536564
app job,3.220859907505089
helped lot,3.219503239742577
withdraw,3.218822514085298
job cbe,3.2166226714414536
disgusting,3.2145956780824343
enable,3.209713769978869
credit,3.2075845516485266
rating,3.2021551786291775
africa,3.1970906358337237
app transaction,3.189929978551029
advanced,3.189929853942912
matter,3.1877990199148836
money telebirr,3.181440676802833
check balance,3.172929505712743
banking industry,3.1725257222751626
anytime,3.1698119149429274
internet banking,3.168871333500011
ve,3.158142340879082
closing,3.1567373658249758
app transfer,3.1553261475924392
minutes,3.1504602030949127
awesome app,3.1504253732902208
fail,3.1384253736812036
amharic,3.1287098333817838
versions,3.121699563162245
forced,3.1118086396982947
transactions history,3.1068149548630957
app slow,3.1064328035721087
rest,3.0995848006722824
experience app,3.0980599512523312
size,3.0902914974025477
poorest,3.080514420773317
exchange rate,3.076540076402648
require,3.069429313612376
helpful app,3.068686540532056
app money,3.0670638145763514
main,3.0659800801860366
easy user,3.0627971487710886
banks mobile,3.0621951238488347
update balance,3.0580719125727325
app previous,3.057024739570328
unnecessary,3.0508141154068444
app compatible,3.0437761005748016
yesterday,3.041312654120046
receiver,3.0397425852723696
money account,3.039095729334944
info,3.0378044025007074
file,3.036902665409741
worst banking,3.0366556630005963
app sync,3.034612026755104
excellence,3.0345609540637404
time update,3.030945859732546
shopping,3.030620856000166
time transaction,3.0225203933269214
app poor,3.0187102654914515
everyday,3.0159088236065266
responsive,3.0155848274414816
changer,3.001619358673375
game changer,3.001619358673375
experienced,2.9847064583981777
smoothly,2.9826725758941652
facing,2.9740217826559308
app developers,2.9731169955348924
activated,2.9603658405199145
biggest,2.9595818270574115
solved,2.945731963314096
intuitive,2.940272124887928
fake,2.9399167537589705
cash,2.93731215530451
birr app,2.934883692070568
glitch,2.931776033620237
ethiopian banking,2.9263991165519787
critical,2.915512000878401
light,2.908972241970012
invest,2.907867280313901
released,2.9024324909339994
abyssinia bank,2.8992569017757566
closed,2.896844841738961
cbebirr,2.893906820119416
time time,2.8917132665839365
app worst,2.8843103604308196
crashes frequently,2.8797776416747283
reach,2.8783999544346575
manager,2.8777560534627264
regularly,2.8722798160770493
safe app,2.869466957031988
greatly,2.8666279439793
app functional,2.8630646174625065
airtime,2.8585280872433176
tasks,2.8564398333659207
provide,2.854256429646845
telebirr account,2.8515039158347646
major,2.8439183014438814
additional,2.8417091386748425
app awesome,2.836781991286972
lags,2.836749527454901
money transaction,2.834510363840068
safaricom,2.830066946812988
innovation,2.825185420132116
bank mobile,2.8170686681165304
head,2.8140606629880667
rubbish,2.8035217618538644
reports,2.8034195126979564
app features,2.801541026155351
crazy,2.789024610390638
refreshing,2.7784151788492624
lost,2.76877417897799
pay bills,2.759408511205102
app balance,2.750620736741858
addis,2.7416159292082423
change phone,2.737864960094676
dark mode,2.73423438497279
private,2.7327289899531726
server,2.7312467321149803
impressive,2.7301121817615863
easly,2.7288099144193216
simplicity,2.7273605009379684
confused,2.7154316467985784
app crushing,2.7153012789860793
money bank,2.711337372943536
tells,2.7068909526637293
charges,2.704732023387687
money time,2.695619669101707
hours,2.6932942796677337
confirm,2.6932386238804447
product,2.6904677698453594
application fast,2.6900978031178973
checking,2.685241619964975
ethio,2.6848251320697774
allowing,2.6809220380697303
balance transaction,2.6758039980182997
secured app,2.6720870608014917
physical,2.666273866257057
financial app,2.660954148644483
glad,2.645970014071513
accessing,2.6438451388744335
bit,2.6407759508155104
application helps,2.6295562511493875
appears,2.6282359961817203
app times,2.6280466611179047
method,2.626405403900651
continue,2.623750860168251
left,2.617064657260696
peoples,2.6009563310893165
worst bank,2.596868006400878
methods,2.5874777953055252
impressed,2.5825680757204905
finger,2.578751393057969
finger print,2.578751393057969
realy,2.572756007587036
manually,2.5719099253166053
super easy,2.5652604954169056
economy,2.5618696251203383
choose,2.560809215323351
mini,2.555165567382695
institution,2.552229991718968
usual,2.5469612283606504
unable connect,2.5443183115070513
sad,2.5414379652714856
functionalities,2.5381010771254133
crushes,2.536610992111945
attention,2.5347304881495267
incredibly,2.531555332985432
reinstall,2.5277013169391114
sucks,2.523528569815727
friends,2.523416338057175
challenge,2.520194669288456
air,2.505837895407157
receive money,2.50291113287623
add option,2.4975797787878045
action,2.4899872281474864
app secure,2.4844573660874474
record,2.4828346589278274
simplified,2.4828214236002175
unstable,2.4793331579654003
balances,2.4765236507252895
messages,2.473371665426047
suddenly,2.463241649106638
note,2.4580098051498607
contact,2.4528158992223372
level,2.4489699031843433
app stuck,2.4421978676931184
transfer account,2.4350960511622595
visit,2.4188925948107385
developing,2.4176370856464047
network error,2.4150315128336137
superapp,2.4144169297880285
care,2.4128166057372895
banking service,2.393468700093707
activate app,2.3912113950481593
android version,2.3785839102988926
app version,2.37436661806989
cbe bank,2.372509568774331
limitations,2.370382711901249
app simply,2.3703333894973775
including,2.3636612873972758
day day,2.3631513725496434
galaxy,2.360406881161268
rooted app,2.3462728174189387
worst experience,2.3419024920466183
sends,2.3397234796672794
day activities,2.3370406154885877
input,2.3306939249485357
proudly,2.320939171569899
ababa,2.3152149151887143
unusable,2.3039080520987585
lots,2.300682811050155
force,2.3002338391427086
comments,2.295052960642024
uninstalled,2.2933607682845176
reasons,2.2767242209989815
transfering,2.274501925313602
accept,2.2685805866922726
question,2.265013599547273
address,2.2588680438046196
hand,2.258706116647708
app ethiopian,2.2584022161988186
installed app,2.255695816325339
paying,2.25188817200338
saved,2.249896180299478
balance transfer,2.2437579467618987
foreign,2.241551268535211
reply,2.2318822040482504
account account,2.2230488864434697
highly recommended,2.2155035251652913
supports,2.2127419606048613
multiple times,2.2083690995567036
acc,2.20584957945534
cbe cbe,2.1927167461458534
changed,2.192490725114755
appreciated,2.1922543745235767
fixed asap,2.1912911355179783
extra,2.182872095505618
codes,2.1699487322160715
banking ethiopia,2.1617688903313215
app device,2.1547977042244657
constantly,2.149817816324849
receipts,2.1485645725355584
failure,2.138043876597036
lucky,2.1325414323414873
update update,2.131189825582307
option app,2.1292336704179537
write,2.1160663668999775
transfer banks,2.1137562692451275
terms,2.111311500017094
can,2.110493908726318
packed,2.1080840705869206
displayed,2.1046762800706
settings,2.1019568251080885
wide,2.086014883296631
period time,2.0847022884540993
app ussd,2.0817457851681183
nearest branch,2.081260744844937
money transferred,2.0799290991044113
required,2.0727650301006895
solutions,2.0632616102361756
generate,2.0563610649651745
app login,2.050578541180096
live,2.0491242035455803
debit,2.046641722594839
addis ababa,2.034850898117345
lifestyle,2.0319245697726664
encountered,2.0316946229532036
finally,2.0303654315275446
dashen supper,2.0297271575737508
basic,2.0189404991952244
chat banking,2.0111046893195756
installation,2.010666132781581
middle,2.009922711911293
total,2.0079442820837237
called,2.0050195926366183
imagine,2.000793450541035
statement transaction,1.9974147338876789
essential,1.9905566404862036
processing,1.9860353288379622
software,1.978874507898585
bank abyssinia,1.9787320328334412
weekly,1.9785331695189645
account transfer,1.975459822445313
version update,1.97100985496371
advance,1.960703389978141
thinking,1.9596087136831541
app updated,1.9512220857968001
add features,1.9352176400428018
managing,1.8977961626505249
instance,1.892672784188175
enabled,1.8849001138159638
online banking,1.8824279625494151
time login,1.8753020533610711
wifi data,1.861855283540652
banks app,1.861632228652671
app banks,1.8616200966615155
effortless,1.854135299616101
account mobile,1.8523923094953636
successful,1.8508345774010033
transfered,1.8456985292602641
add feature,1.835319254446844
budget,1.826666709720313
icon,1.8231391098582663
reset,1.8189300614599937
set,1.8163143968884827
recents,1.8148427913940584
includes,1.8041374853603354
app issue,1.801358173518409
bank branch,1.7986208720319803
forgot,1.7960846249935565
tab,1.794368678982247
compare,1.7894427960568624
based,1.7796157853852437
kindly,1.771250276852769
noticed,1.7671026580628468
biggest bank,1.766879207255431
mpesa,1.758450462502628
restriction,1.7518424447340064
awash,1.7488653046469405
switch,1.7463516006771829
account statement,1.7436364957174006
app account,1.7344985502107368
merchants,1.7237961689836405
platforms,1.7087123732508003
physically,1.707803927066578
spending,1.7018459091640068
account bank,1.6669142407433488
allinone,1.6537431955917143
bank country,1.6433717477484056
center,1.6391831473600451
recommend app,1.6257991334341781
post,1.6092604154997732
app send,1.5949149955898394
ability,1.5922874877991353
gamechanger,1.5902153249294961
banking experience,1.583975684731263
app it,1.532089030984357
told,1.5207146559478346
ridiculous,1.5152510850306056
image,1.507473199593273
track,1.5013647122421254
runs,1.4858927180191572
registration,1.4837993629746138
sending money,1.449246783022841
issues app,1.4368932217467878
navigation,1.3801944115436933
device app,1.3760190957594132
offers,1.3724234144412943
opinion,1.3248713826168275
return,1.2463425449025367
budgeting,1.2408443692650357
security features,1.1925036204024733
clean,1.1577438833145774
